epoch,accuracy,train_accuracy
100,0.9232912659645081,0.938326895236969
101,0.9197061061859131,0.9383169412612915
102,0.9268231987953186,0.9382904767990112
103,0.9241787195205688,0.9385886788368225
104,0.9224215745925903,0.9381612539291382
105,0.9216939210891724,0.938449501991272
106,0.9236817359924316,0.9385489225387573
107,0.9218891263008118,0.9385986328125
108,0.9239124655723572,0.938926637172699
109,0.922386109828949,0.9390127658843994
110,0.9219601154327393,0.9391221404075623
111,0.9277106523513794,0.9391188025474548
112,0.9273734092712402,0.9392148852348328
113,0.9264682531356812,0.93919837474823
114,0.925101637840271,0.939532995223999
115,0.9254388213157654,0.9394004940986633
116,0.9271782040596008,0.9395860433578491
117,0.9265924692153931,0.9394501447677612
118,0.9265924692153931,0.939900815486908
119,0.9282075762748718,0.9396953582763672
120,0.925989031791687,0.9394899010658264
121,0.9267699718475342,0.9399803280830383
122,0.9301066398620605,0.9396589398384094
123,0.9257583022117615,0.9399306178092957
124,0.9277638792991638,0.9400234222412109
125,0.9296629428863525,0.9400929808616638
126,0.9278171062469482,0.9398842453956604
127,0.9281188249588013,0.9404044151306152
128,0.9254210591316223,0.9403945207595825
129,0.9283318519592285,0.94036465883255
130,0.9221376180648804,0.9406562447547913
131,0.9272136688232422,0.940487265586853
132,0.9290950298309326,0.9406164884567261
133,0.9276928901672363,0.9405734539031982
134,0.9250305891036987,0.9406430125236511
135,0.9274976253509521,0.9406761527061462
136,0.9279058575630188,0.9408484101295471
137,0.9293967485427856,0.940609872341156
138,0.9298049211502075,0.9409511685371399
139,0.9281898140907288,0.9410439133644104
140,0.9307101368904114,0.9409114122390747
141,0.9310295581817627,0.9407854676246643
142,0.9309763312339783,0.9409511685371399
143,0.9326446652412415,0.9411996603012085
144,0.9329996705055237,0.9412128925323486
145,0.9307456016540527,0.9413023591041565
146,0.9287222623825073,0.9413056969642639
147,0.9288997650146484,0.9412659406661987
148,0.9314555525779724,0.9415044784545898
149,0.9320589900016785,0.9416767954826355
150,0.9323962330818176,0.941312313079834
151,0.931704044342041,0.9412758946418762
152,0.9304971098899841,0.941236138343811
153,0.9329996705055237,0.9414315819740295
154,0.9270184636116028,0.9417563080787659
155,0.9307101368904114,0.9415078163146973
156,0.9304438829421997,0.9417265057563782
157,0.9315087795257568,0.9417794942855835
158,0.9306036233901978,0.9417331218719482
159,0.9265392422676086,0.9418027400970459
160,0.9306746125221252,0.9418292045593262
161,0.9329286813735962,0.9418292045593262
162,0.9287933111190796,0.941912055015564
163,0.932005763053894,0.9419352412223816
164,0.9308698773384094,0.941809356212616
165,0.9300889372825623,0.9420578479766846
166,0.9312780499458313,0.942143976688385
167,0.9302663803100586,0.9422500133514404
168,0.9325204491615295,0.9420942664146423
169,0.9326801896095276,0.9424886107444763
170,0.9339225888252258,0.9421705007553101
171,0.9306923747062683,0.9421340823173523
172,0.9332126379013062,0.9423428177833557
173,0.9313845634460449,0.9423096776008606
174,0.9326092004776001,0.9425283670425415
175,0.931686282157898,0.9421738386154175
176,0.9311538338661194,0.942518413066864
177,0.9329464435577393,0.9424289464950562
178,0.932733416557312,0.9425780773162842
179,0.9321655035018921,0.9425714015960693
180,0.9314733147621155,0.9429060816764832
181,0.9324672222137451,0.942743718624115
182,0.9307278394699097,0.9426807761192322
183,0.9328221678733826,0.9427834749221802
184,0.9321655035018921,0.942846417427063
185,0.9337983131408691,0.9428431391716003
186,0.9332481622695923,0.9426940083503723
187,0.9342065453529358,0.9427801966667175
188,0.9299469590187073,0.9429193139076233
189,0.9288820028305054,0.9430651068687439
190,0.9281365871429443,0.9429491758346558
191,0.931988000869751,0.9431313872337341
192,0.9352537393569946,0.9431744813919067
193,0.9343485236167908,0.9433467984199524
194,0.9338693618774414,0.9430883526802063
195,0.9329286813735962,0.9433732628822327
196,0.9342420697212219,0.9435091614723206
197,0.9327689409255981,0.9434693455696106
198,0.9326624274253845,0.9433136582374573
199,0.9361588954925537,0.9433368444442749
200,0.9355199337005615,0.9432539939880371
201,0.935306966304779,0.9434494972229004
202,0.9321122169494629,0.9433666467666626
203,0.935306966304779,0.9434428811073303
204,0.932573676109314,0.9434196949005127
205,0.9345970153808594,0.9433534145355225
206,0.9312070608139038,0.9435555338859558
207,0.9342243075370789,0.9435555338859558
208,0.935431182384491,0.9435919523239136
209,0.9315087795257568,0.9437211751937866
210,0.9328221678733826,0.9437377452850342
211,0.935306966304779,0.943840503692627
212,0.934863269329071,0.9434627294540405
213,0.9334788918495178,0.9437642693519592
214,0.934703528881073,0.9436615705490112
215,0.9304971098899841,0.9437145590782166
216,0.9363718628883362,0.9439266324043274
217,0.9332304000854492,0.9438305497169495
218,0.9374722838401794,0.9438570737838745
219,0.9370818138122559,0.943827211856842
220,0.9357684254646301,0.9439464807510376
221,0.9348099827766418,0.9437775015830994
222,0.9350939989089966,0.943800687789917
223,0.933035135269165,0.9439995288848877
224,0.9343662858009338,0.9438371658325195
225,0.9352537393569946,0.9441685080528259
226,0.9370462894439697,0.9437907934188843
227,0.9367445707321167,0.9439961910247803
228,0.9362298846244812,0.9441221356391907
229,0.9344905018806458,0.9438703060150146
230,0.9357506632804871,0.9442513585090637
231,0.9358038902282715,0.9442116022109985
232,0.9370818138122559,0.9441916942596436
233,0.9363541007041931,0.9444169998168945
234,0.9371705651283264,0.9443374872207642
235,0.938430666923523,0.9444534778594971
236,0.9365316033363342,0.944297730922699
237,0.9370995759963989,0.9439663887023926
238,0.9391228556632996,0.9443109631538391
239,0.9392471313476562,0.9442447423934937
240,0.9393003582954407,0.9444335699081421
241,0.9374900460243225,0.9444832801818848
242,0.9393891096115112,0.9443275332450867
243,0.9397262930870056,0.9444700479507446
244,0.9386969208717346,0.9444103837013245
245,0.9379869699478149,0.9446158409118652
246,0.9372237920761108,0.9444600939750671
247,0.9373125433921814,0.9442281723022461
248,0.9359636306762695,0.944324254989624
249,0.9389808773994446,0.9443342089653015
250,0.9371528029441833,0.9446324110031128
251,0.9365316033363342,0.9443772435188293
252,0.9371882677078247,0.9447251558303833
253,0.9366025924682617,0.9445661306381226
254,0.9371705651283264,0.944678783416748
255,0.9389098882675171,0.9447317719459534
256,0.9385549426078796,0.9444236159324646
257,0.9359636306762695,0.9446920156478882
258,0.9363718628883362,0.944781482219696
259,0.9374545216560364,0.9446920156478882
260,0.9343308210372925,0.9446688294410706
261,0.9371882677078247,0.9446158409118652
262,0.9371172785758972,0.9449107050895691
263,0.9359991550445557,0.9448577165603638
264,0.9381822347640991,0.9449836015701294
265,0.9346325397491455,0.9449206590652466
266,0.9350584745407104,0.9448046684265137
267,0.9354134202003479,0.9448378086090088
268,0.9358394145965576,0.9447251558303833
269,0.9359281659126282,0.9450730681419373
270,0.9365316033363342,0.9449338912963867
271,0.9383242130279541,0.9447582960128784
272,0.9373480081558228,0.9447980523109436
273,0.9342243075370789,0.9448609948158264
274,0.9344727993011475,0.9447715282440186
275,0.9376674890518188,0.9450465440750122
276,0.9389454126358032,0.9451857209205627
277,0.9365493655204773,0.9452917575836182
278,0.9366735816001892,0.9449074268341064
279,0.9378982186317444,0.9447914361953735
280,0.9352359771728516,0.9449935555458069
281,0.934987485408783,0.9452453851699829
282,0.9362653493881226,0.9449571371078491
283,0.9359813928604126,0.9452420473098755
284,0.9390518665313721,0.9449670314788818
285,0.9387679100036621,0.9451128244400024
286,0.9381111860275269,0.9451791048049927
287,0.9396730661392212,0.9452652335166931
288,0.9373657703399658,0.9453182816505432
289,0.9404362440109253,0.9450730681419373
290,0.938004732131958,0.9451360106468201
291,0.9395133256912231,0.9452486634254456
292,0.9376497268676758,0.9453448057174683
293,0.9394955635070801,0.945155918598175
294,0.9388566613197327,0.9453149437904358
295,0.9391051530838013,0.9451757669448853
296,0.9390696287155151,0.9454408884048462
297,0.9389631152153015,0.9452851414680481
298,0.9383242130279541,0.9453215599060059
299,0.9398860335350037,0.9452751874923706
300,0.9390873908996582,0.9451824426651001
301,0.941607654094696,0.945374608039856
302,0.9409686923027039,0.945252001285553
303,0.9385726451873779,0.9454441666603088
304,0.937862753868103,0.9453248977661133
305,0.9389454126358032,0.9455004930496216
306,0.9392116069793701,0.9454342722892761
307,0.9377384781837463,0.9454441666603088
308,0.9396730661392212,0.9456098675727844
309,0.9393713474273682,0.9455104470252991
310,0.9395666122436523,0.945626437664032
311,0.9379337430000305,0.9454408884048462
312,0.9403297901153564,0.9454475045204163
313,0.9366558194160461,0.9454342722892761
314,0.9394245743751526,0.9454673528671265
315,0.9388744235038757,0.9455270171165466
316,0.9383774399757385,0.945530354976654
317,0.9367623329162598,0.945503830909729
318,0.939034104347229,0.9454740285873413
319,0.9380224943161011,0.9455104470252991
320,0.94072026014328,0.9454706907272339
321,0.9414656758308411,0.9456794261932373
322,0.9375964999198914,0.9456131458282471
323,0.9405427575111389,0.9456297159194946
324,0.9383952021598816,0.9455336332321167
325,0.9381999373435974,0.9456032514572144
326,0.9417673945426941,0.9456496238708496
327,0.937862753868103,0.9458616971969604
328,0.9402055144309998,0.9456595778465271
329,0.9399215579032898,0.9459047317504883
330,0.9417141675949097,0.9457722306251526
331,0.9391228556632996,0.9458948373794556
332,0.9391051530838013,0.9456430077552795
333,0.9393713474273682,0.9457920789718628
334,0.9413769245147705,0.9459312558174133
335,0.938288688659668,0.9457656145095825
336,0.9398328065872192,0.9460372924804688
337,0.9410574436187744,0.9457257986068726
338,0.9378804564476013,0.9458219408988953
339,0.9391761422157288,0.9459180235862732
340,0.938732385635376,0.9456694722175598
341,0.9388566613197327,0.9458981156349182
342,0.9410396814346313,0.9458815455436707
343,0.9396730661392212,0.9456993341445923
344,0.9399570226669312,0.945755660533905
345,0.9404717683792114,0.9457722306251526
346,0.941607654094696,0.9460406303405762
347,0.9380224943161011,0.9461433291435242
348,0.9413591623306274,0.9458219408988953
349,0.9412527084350586,0.945858359336853
350,0.941891610622406,0.9458086490631104
351,0.9394600987434387,0.9456827640533447
352,0.9410219788551331,0.9459743499755859
353,0.941146194934845,0.9458948373794556
354,0.9418561458587646,0.946057140827179
355,0.9409154653549194,0.9459014534950256
356,0.9406315088272095,0.9462924003601074
357,0.9421756267547607,0.9460107684135437
358,0.9412527084350586,0.9459843039512634
359,0.9403830170631409,0.946110188961029
360,0.9394600987434387,0.9460670948028564
361,0.9419271349906921,0.9458881616592407
362,0.9417851567268372,0.9460472464561462
363,0.9406492114067078,0.946057140827179
364,0.9387146830558777,0.9462659358978271
365,0.9403652548789978,0.9462427496910095
366,0.9398860335350037,0.946212887763977
367,0.9415011405944824,0.9461135268211365
368,0.9411817193031311,0.9461168050765991
369,0.9414834380149841,0.9461234211921692
370,0.9395843148231506,0.9462228417396545
371,0.9426015615463257,0.9461002349853516
372,0.9413591623306274,0.9459975361824036
373,0.9413591623306274,0.9461466073989868
374,0.9414834380149841,0.9460472464561462
375,0.94072026014328,0.9462526440620422
376,0.9415189027786255,0.9461267590522766
377,0.9422288537025452,0.9460936188697815
378,0.9423353672027588,0.9462725520133972
379,0.9426725506782532,0.9461665153503418
380,0.940862238407135,0.9461731314659119
381,0.9414124488830566,0.9460472464561462
382,0.9423708319664001,0.946587324142456
383,0.9415011405944824,0.9463023543357849
384,0.9401700496673584,0.9463586807250977
385,0.9440391659736633,0.9463586807250977
386,0.9424595832824707,0.9462891221046448
387,0.9399215579032898,0.9466469883918762
388,0.9419271349906921,0.9461565613746643
389,0.9426193237304688,0.946212887763977
390,0.9430985450744629,0.9462460279464722
391,0.9425483345985413,0.9464349150657654
392,0.9405782222747803,0.94632887840271
393,0.9421046376228333,0.9466005563735962
394,0.9419271349906921,0.9464779496192932
395,0.9412881731987,0.9462228417396545
396,0.9424063563346863,0.9462493658065796
397,0.9416964054107666,0.9464415311813354
398,0.9417673945426941,0.9464017748832703
399,0.9413236975669861,0.9462957382202148
400,0.9405072331428528,0.9465839862823486
401,0.9421223402023315,0.9462493658065796
402,0.9421401023864746,0.9464647173881531
403,0.9418028593063354,0.9464448690414429
404,0.9417141675949097,0.9463487267494202
405,0.9408977031707764,0.9462659358978271
406,0.9422288537025452,0.9462725520133972
407,0.9441101551055908,0.9463222622871399
408,0.9426903128623962,0.9462460279464722
409,0.9411994218826294,0.9465541839599609
410,0.9410574436187744,0.9463951587677002
411,0.9394068717956543,0.9465409517288208
412,0.9397440552711487,0.946438193321228
413,0.9399925470352173,0.9464978575706482
414,0.9413769245147705,0.9465144276618958
415,0.9422643184661865,0.9464017748832703
416,0.9418739080429077,0.9464117288589478
417,0.9410574436187744,0.9466668367385864
418,0.9441279172897339,0.9464216232299805
419,0.9411817193031311,0.9464216232299805
420,0.9430097937583923,0.9465707540512085
421,0.9442166686058044,0.9465144276618958
422,0.9433825016021729,0.9466502666473389
423,0.9422466158866882,0.9465707540512085
424,0.9409332275390625,0.946431577205658
425,0.941731870174408,0.9466204643249512
426,0.9427613019943237,0.9465906620025635
427,0.9430630207061768,0.9466038942337036
428,0.9428145289421082,0.9466171264648438
429,0.9424418210983276,0.9469385743141174
430,0.9436664581298828,0.9464713335037231
431,0.9435244798660278,0.9465376138687134
432,0.9427080750465393,0.9466701745986938
433,0.941607654094696,0.9467794895172119
434,0.9422820806503296,0.9464150071144104
435,0.9433292746543884,0.9466635584831238
436,0.9403652548789978,0.946580708026886
437,0.9428855180740356,0.9466336965560913
438,0.9426370859146118,0.9467894434928894
439,0.9422466158866882,0.9468457698822021
440,0.942193329334259,0.9466270804405212
441,0.9421578645706177,0.9466568827629089
442,0.9424950480461121,0.9466568827629089
443,0.9429210424423218,0.9467297792434692
444,0.9418028593063354,0.9468258619308472
445,0.9438971877098083,0.9466701745986938
446,0.9426903128623962,0.9466602206230164
447,0.9411994218826294,0.9466966390609741
448,0.9424773454666138,0.9468557238578796
449,0.9415544271469116,0.9468789100646973
450,0.9411106705665588,0.9466237425804138
451,0.9396730661392212,0.946560800075531
452,0.9428145289421082,0.9465508460998535
453,0.943861722946167,0.9467927813529968
454,0.9419625997543335,0.9467265009880066
455,0.9445716142654419,0.9467265009880066
456,0.9442521929740906,0.9469518065452576
457,0.9438971877098083,0.9471241235733032
458,0.9431340098381042,0.946690022945404
459,0.9429920315742493,0.9468821883201599
460,0.9432049989700317,0.9467762112617493
461,0.9428678154945374,0.9468159675598145
462,0.9394068717956543,0.9469749927520752
463,0.9416608810424805,0.9467596411705017
464,0.9428322911262512,0.9467529654502869
465,0.9448556303977966,0.9467993974685669
466,0.941305935382843,0.9469849467277527
467,0.9427080750465393,0.9467695355415344
468,0.9449620842933655,0.9468987584114075
469,0.9441989064216614,0.9469915628433228
470,0.9423530697822571,0.9467629194259644
471,0.9428500533103943,0.9469617605209351
472,0.9445716142654419,0.946786105632782
473,0.9430985450744629,0.9469418525695801
474,0.9415721297264099,0.9466867446899414
475,0.9433115124702454,0.9468656778335571
476,0.9443764090538025,0.9469584226608276
477,0.9431872367858887,0.9467762112617493
478,0.942193329334259,0.9470180869102478
479,0.9422110915184021,0.9467397332191467
480,0.94444739818573,0.9466767907142639
481,0.9438084363937378,0.9468557238578796
482,0.9434890151023865,0.9467662572860718
483,0.9439859390258789,0.947037935256958
484,0.943701982498169,0.947187066078186
485,0.9436309933662415,0.9468821883201599
486,0.9426015615463257,0.9468689560890198
487,0.9427790641784668,0.9469550848007202
488,0.9407912492752075,0.9470776915550232
489,0.9442876577377319,0.9468722939491272
490,0.9438084363937378,0.9470876455307007
491,0.9438439607620239,0.9469418525695801
492,0.9430807828903198,0.9472036361694336
493,0.9436664581298828,0.9469882249832153
494,0.9426547884941101,0.9468888640403748
495,0.943719744682312,0.9471008777618408
496,0.9429920315742493,0.9472069144248962
497,0.9441989064216614,0.9469981789588928
498,0.9428678154945374,0.9469220042228699
499,0.9439504742622375,0.9470047950744629
500,0.9441101551055908,0.9471340179443359
501,0.9437552094459534,0.9470545053482056
502,0.9443941712379456,0.9468391537666321
503,0.9445361495018005,0.9468954801559448
504,0.9436664581298828,0.9470810294151306
505,0.945494532585144,0.9471771121025085
506,0.9438439607620239,0.9471174478530884
507,0.9439859390258789,0.9470412731170654
508,0.9448556303977966,0.9469683766365051
509,0.944607138633728,0.9469550848007202
510,0.944021463394165,0.9469518065452576
511,0.9443408846855164,0.9469915628433228
512,0.9440569281578064,0.9469318985939026
513,0.9449798464775085,0.9471008777618408
514,0.9447668790817261,0.9471174478530884
515,0.9430630207061768,0.947283148765564
516,0.9438261985778809,0.9470412731170654
517,0.9442344307899475,0.9472731947898865
518,0.9450863599777222,0.9469318985939026
519,0.944607138633728,0.946908712387085
520,0.943560004234314,0.9471307396888733
521,0.944021463394165,0.9470942616462708
522,0.9425660967826843,0.9472533464431763
523,0.9434002637863159,0.9472367763519287
524,0.9427790641784668,0.9472301006317139
525,0.9433292746543884,0.947385847568512
526,0.94444739818573,0.9471042156219482
527,0.9428678154945374,0.9472367763519287
528,0.9434890151023865,0.9472301006317139
529,0.9439859390258789,0.9473692774772644
530,0.9440924525260925,0.9468987584114075
531,0.9425128102302551,0.9470247030258179
532,0.94416344165802,0.9471241235733032
533,0.9445361495018005,0.947057843208313
534,0.9451041221618652,0.947289764881134
535,0.9433115124702454,0.947263240814209
536,0.9443941712379456,0.9470611214637756
537,0.9435422420501709,0.9470677971839905
538,0.94416344165802,0.9472500085830688
539,0.944145679473877,0.947187066078186
540,0.9429388046264648,0.9473063349723816
541,0.9424950480461121,0.9473229050636292
542,0.9438439607620239,0.9472168684005737
543,0.9443941712379456,0.9471174478530884
544,0.9425128102302551,0.947167158126831
545,0.9431695342063904,0.947283148765564
546,0.9447846412658691,0.9472864866256714
547,0.9432227611541748,0.9472268223762512
548,0.9433115124702454,0.9471970200538635
549,0.9439859390258789,0.9471704959869385
550,0.9438261985778809,0.947289764881134
551,0.9452993273735046,0.9472400546073914
552,0.9437729716300964,0.9474852681159973
553,0.9445006251335144,0.9471903443336487
554,0.9439149498939514,0.9472400546073914
555,0.9435954689979553,0.9471207857131958
556,0.9449620842933655,0.9473692774772644
557,0.9451041221618652,0.9474455118179321
558,0.9440746903419495,0.9471174478530884
559,0.9442344307899475,0.947385847568512
560,0.9441101551055908,0.9473063349723816
561,0.9447846412658691,0.9475018382072449
562,0.9449266195297241,0.9472599625587463
563,0.9441279172897339,0.9471174478530884
564,0.945033073425293,0.9472731947898865
565,0.9433469772338867,0.9473527073860168
566,0.9443586468696594,0.9473626613616943
567,0.9441101551055908,0.9473792314529419
568,0.9442344307899475,0.9473659992218018
569,0.9444119334220886,0.9472234845161438
570,0.9428678154945374,0.9471241235733032
571,0.9434534907341003,0.9472500085830688
572,0.9430097937583923,0.9474653601646423
573,0.945192813873291,0.947385847568512
574,0.9458317756652832,0.9473063349723816
575,0.9426547884941101,0.9471439719200134
576,0.9443408846855164,0.9474554657936096
577,0.9444119334220886,0.9474090337753296
578,0.9452461004257202,0.9474786520004272
579,0.944003701210022,0.9473659992218018
580,0.9443408846855164,0.9473958015441895
581,0.944305419921875,0.9472765326499939
582,0.9442521929740906,0.9471837282180786
583,0.9452105760574341,0.9473626613616943
584,0.9436842203140259,0.9475681185722351
585,0.9446426630020142,0.9473560452461243
586,0.9441279172897339,0.947167158126831
587,0.9454413056373596,0.9475382566452026
588,0.9448023438453674,0.9474189877510071
589,0.9448378682136536,0.9473792314529419
590,0.9459382891654968,0.9474057555198669
591,0.9421223402023315,0.947385847568512
592,0.9450153708457947,0.9474024176597595
593,0.9453880786895752,0.9474852681159973
594,0.945033073425293,0.9474189877510071
595,0.9455478191375732,0.9474720358848572
596,0.945033073425293,0.9474355578422546
597,0.944465160369873,0.9475647807121277
598,0.9434712529182434,0.9473626613616943
599,0.9452993273735046,0.9475780129432678
600,0.9457785487174988,0.9473792314529419
601,0.9449976086616516,0.9472699165344238
602,0.9459027647972107,0.9474952220916748
603,0.9456188082695007,0.9475283622741699
604,0.9441812038421631,0.9472599625587463
605,0.9454413056373596,0.9474487900733948
606,0.9464884996414185,0.947392463684082
607,0.9456188082695007,0.9474521279335022
608,0.9452105760574341,0.9475018382072449
609,0.9438084363937378,0.9474189877510071
610,0.9453880786895752,0.947515070438385
611,0.944908857345581,0.9474455118179321
612,0.94416344165802,0.9475283622741699
613,0.9463642239570618,0.9476973414421082
614,0.9447668790817261,0.9474786520004272
615,0.9439149498939514,0.9475614428520203
616,0.9442698955535889,0.9474686980247498
617,0.9433292746543884,0.9474289417266846
618,0.944607138633728,0.9476178288459778
619,0.9449620842933655,0.9475945830345154
620,0.9432582855224609,0.947385847568512
621,0.9443764090538025,0.9474189877510071
622,0.9446426630020142,0.9474819302558899
623,0.9447313547134399,0.947392463684082
624,0.9438439607620239,0.947657585144043
625,0.9461334943771362,0.947515070438385
626,0.9451751112937927,0.9476509094238281
627,0.945050835609436,0.9476509094238281
628,0.9445539116859436,0.9475117921829224
629,0.9447136521339417,0.9474322199821472
630,0.944003701210022,0.9475051164627075
631,0.9452105760574341,0.9474587440490723
632,0.9446781277656555,0.9477171897888184
633,0.9440569281578064,0.9474653601646423
634,0.9459559917449951,0.9476244449615479
635,0.9446781277656555,0.9475879669189453
636,0.9452638030052185,0.9477834701538086
637,0.9442166686058044,0.9475449323654175
638,0.944908857345581,0.9475979208946228
639,0.9444296360015869,0.9474189877510071
640,0.9449976086616516,0.9475747346878052
641,0.9429920315742493,0.947515070438385
642,0.9454413056373596,0.9476509094238281
643,0.9450153708457947,0.9475283622741699
644,0.944589376449585,0.9477205276489258
645,0.9458140134811401,0.9475681185722351
646,0.9452815651893616,0.9475979208946228
647,0.9454235434532166,0.9475846886634827
648,0.9462400078773499,0.9475581645965576
649,0.9455478191375732,0.9477171897888184
650,0.9450685977935791,0.9475945830345154
651,0.9445361495018005,0.9477337598800659
652,0.944908857345581,0.9477205276489258
653,0.944908857345581,0.9477702379226685
654,0.945192813873291,0.9474487900733948
655,0.9459559917449951,0.9477139115333557
656,0.9457252621650696,0.9474819302558899
657,0.9460802674293518,0.9477304816246033
658,0.9457607865333557,0.947760283946991
659,0.9459205269813538,0.9475283622741699
660,0.9443231821060181,0.9475647807121277
661,0.9459205269813538,0.9475515484809875
662,0.9454235434532166,0.9475979208946228
663,0.9457963109016418,0.9475681185722351
664,0.9453525543212891,0.9475913047790527
665,0.9453880786895752,0.9476907253265381
666,0.9448201060295105,0.9476674795150757
667,0.9458317756652832,0.9476674795150757
668,0.9454768300056458,0.9477934241294861
669,0.9458317756652832,0.9475979208946228
670,0.9454768300056458,0.9478331804275513
671,0.9465062022209167,0.9478066563606262
672,0.9452993273735046,0.9477304816246033
673,0.9455832839012146,0.9476741552352905
674,0.9457075595855713,0.9478066563606262
675,0.9463997483253479,0.9476410150527954
676,0.9453525543212891,0.9477072358131409
677,0.9457075595855713,0.9477205276489258
678,0.9457075595855713,0.947766900062561
679,0.945494532585144,0.9479690194129944
680,0.9458673000335693,0.9475515484809875
681,0.9468079209327698,0.9474786520004272
682,0.9449976086616516,0.9477503299713135
683,0.9463464617729187,0.9478265643119812
684,0.9460092782974243,0.9476873874664307
685,0.9461334943771362,0.9476940035820007
686,0.9457607865333557,0.9477171897888184
687,0.9455655813217163,0.9476907253265381
688,0.9452283382415771,0.9478099942207336
689,0.9462754726409912,0.9477304816246033
690,0.9457785487174988,0.9477171897888184
691,0.9459737539291382,0.9478530287742615
692,0.9457075595855713,0.9478033781051636
693,0.945494532585144,0.9475581645965576
694,0.9462754726409912,0.9477437138557434
695,0.9459205269813538,0.9479392170906067
696,0.9453348517417908,0.9478199481964111
697,0.9453348517417908,0.9477636218070984
698,0.9453348517417908,0.9480253458023071
699,0.9461157321929932,0.9477337598800659
700,0.944589376449585,0.9475846886634827
701,0.9446426630020142,0.947786808013916
702,0.9455122947692871,0.9477569460868835
703,0.9459027647972107,0.9478597044944763
704,0.9456542730331421,0.9476509094238281
705,0.9454768300056458,0.9478729367256165
