epoch,val_accuracy,train_accuracy,loss,val_loss
0,0.7280368947688622,0.3106677248748987,1.168208244742389,3.9469101428985596
1,0.6334553780404173,0.23938774894191917,0.901964440984589,3.389848232269287
2,0.6871031994511104,0.22393985951486983,0.8358266280313428,4.7865190505981445
3,0.600682908579356,0.2119952930179469,0.7849630273985521,3.4597866535186768
4,0.33937267150151607,0.20686958306566372,0.7615763713298231,1.3322417736053467
5,0.7285662478214456,0.20432993899869398,0.7476983256887592,3.2609336376190186
6,0.8422361862318056,0.21219477296362846,0.775335795685435,3.935655355453491
7,0.6961375934595969,0.210297657485872,0.7744992400470533,3.543095350265503
